Time (s),$ T_{tr} $ (nexaFoam)_Temp,"$ T_{vib, N_2} $ (nexaFoam)_Temp","$ T_{vib, O_2} $ (nexaFoam)_Temp"
1.875e-06,12058.2,12058.2,12058.2
1.876e-06,12058.2,12058.2,12058.2
1.877e-06,12058.2,12058.2,12058.2
1.878e-06,12058.2,12058.2,12058.2
1.879e-06,12058.2,12058.2,12058.2
1.88e-06,12058.2,12058.2,12058.2
1.881e-06,12058.2,12058.2,12058.2
1.882e-06,12058.2,12058.2,12058.2
1.883e-06,12058.2,12058.2,12058.2
1.884e-06,12058.2,12058.2,12058.2
1.885e-06,12058.2,12058.2,12058.2
1.886e-06,12058.2,12058.2,12058.2
1.887e-06,12058.2,12058.2,12058.2
1.888e-06,12058.2,12058.2,12058.2
1.889e-06,12058.2,12058.2,12058.2
1.89e-06,12058.2,12058.2,12058.2
1.891e-06,12058.2,12058.2,12058.2
1.892e-06,12058.2,12058.2,12058.2
1.893e-06,12058.2,12058.2,12058.2
1.894e-06,12058.2,12058.2,12058.2
1.895e-06,12058.2,12058.2,12058.2
1.896e-06,12058.2,12058.2,12058.2
1.897e-06,12058.2,12058.2,12058.2
1.898e-06,12058.2,12058.2,12058.2
1.899e-06,12058.2,12058.2,12058.2
1.9e-06,12058.2,12058.2,12058.2
1.901e-06,12058.2,12058.2,12058.2
1.902e-06,12058.2,12058.2,12058.2
1.903e-06,12058.2,12058.2,12058.2
1.904e-06,12058.2,12058.2,12058.2
1.905e-06,12058.2,12058.2,12058.2
1.906e-06,12058.2,12058.2,12058.2
1.907e-06,12058.2,12058.2,12058.2
1.908e-06,12058.2,12058.2,12058.2
1.909e-06,12058.2,12058.2,12058.2
1.91e-06,12058.2,12058.2,12058.2
1.911e-06,12058.2,12058.2,12058.2
1.912e-06,12058.2,12058.2,12058.2
1.913e-06,12058.2,12058.2,12058.2
1.914e-06,12058.2,12058.2,12058.2
1.915e-06,12058.2,12058.2,12058.2
1.916e-06,12058.2,12058.2,12058.2
1.917e-06,12058.2,12058.2,12058.2
1.918e-06,12058.2,12058.2,12058.2
1.919e-06,12058.2,12058.2,12058.2
1.92e-06,12058.2,12058.2,12058.2
1.921e-06,12058.2,12058.2,12058.2
1.922e-06,12058.2,12058.2,12058.2
1.923e-06,12058.2,12058.2,12058.2
1.924e-06,12058.2,12058.2,12058.2
1.925e-06,12058.2,12058.2,12058.2
1.926e-06,12058.2,12058.2,12058.2
1.927e-06,12058.2,12058.2,12058.2
1.928e-06,12058.2,12058.2,12058.2
1.929e-06,12058.2,12058.2,12058.2
1.93e-06,12058.2,12058.2,12058.2
1.931e-06,12058.2,12058.2,12058.2
1.932e-06,12058.2,12058.2,12058.2
1.933e-06,12058.2,12058.2,12058.2
1.934e-06,12058.2,12058.2,12058.2
1.935e-06,12058.2,12058.2,12058.2
1.936e-06,12058.2,12058.2,12058.2
1.937e-06,12058.2,12058.2,12058.2
1.938e-06,12058.2,12058.2,12058.2
1.939e-06,12058.2,12058.2,12058.2
1.94e-06,12058.2,12058.2,12058.2
1.941e-06,12058.2,12058.2,12058.2
1.942e-06,12058.2,12058.2,12058.2
1.943e-06,12058.2,12058.2,12058.2
1.944e-06,12058.2,12058.2,12058.2
1.945e-06,12058.2,12058.2,12058.2
1.946e-06,12058.2,12058.2,12058.2
1.947e-06,12058.2,12058.2,12058.2
1.948e-06,12058.2,12058.2,12058.2
1.949e-06,12058.2,12058.2,12058.2
1.95e-06,12058.2,12058.2,12058.2
1.951e-06,12058.2,12058.2,12058.2
1.952e-06,12058.2,12058.2,12058.2
1.953e-06,12058.2,12058.2,12058.2
1.954e-06,12058.2,12058.2,12058.2
1.955e-06,12058.2,12058.2,12058.2
1.956e-06,12058.2,12058.2,12058.2
1.957e-06,12058.2,12058.2,12058.2
1.958e-06,12058.2,12058.2,12058.2
1.959e-06,12058.2,12058.2,12058.2
1.96e-06,12058.2,12058.2,12058.2
1.961e-06,12058.2,12058.2,12058.2
1.962e-06,12058.2,12058.2,12058.2
1.963e-06,12058.2,12058.2,12058.2
1.964e-06,12058.2,12058.2,12058.2
1.965e-06,12058.2,12058.2,12058.2
1.966e-06,12058.2,12058.2,12058.2
1.967e-06,12058.2,12058.2,12058.2
1.968e-06,12058.2,12058.2,12058.2
1.969e-06,12058.2,12058.2,12058.2
1.97e-06,12058.2,12058.2,12058.2
1.971e-06,12058.2,12058.2,12058.2
1.972e-06,12058.2,12058.2,12058.2
1.973e-06,12058.2,12058.2,12058.2
1.974e-06,12058.2,12058.2,12058.2
1.975e-06,12058.2,12058.2,12058.2
1.976e-06,12058.2,12058.2,12058.2
1.977e-06,12058.2,12058.2,12058.2
1.978e-06,12058.2,12058.2,12058.2
1.979e-06,12058.2,12058.2,12058.2
1.98e-06,12058.2,12058.2,12058.2
1.981e-06,12058.2,12058.2,12058.2
1.982e-06,12058.2,12058.2,12058.2
1.983e-06,12058.2,12058.2,12058.2
1.984e-06,12058.2,12058.2,12058.2
1.985e-06,12058.2,12058.2,12058.2
1.986e-06,12058.2,12058.2,12058.2
1.987e-06,12058.2,12058.2,12058.2
1.988e-06,12058.2,12058.2,12058.2
1.989e-06,12058.2,12058.2,12058.2
1.99e-06,12058.2,12058.2,12058.2
1.991e-06,12058.2,12058.2,12058.2
1.992e-06,12058.2,12058.2,12058.2
1.993e-06,12058.2,12058.2,12058.2
1.994e-06,12058.2,12058.2,12058.2
1.995e-06,12058.2,12058.2,12058.2
1.996e-06,12058.2,12058.2,12058.2
1.997e-06,12058.2,12058.2,12058.2
1.998e-06,12058.2,12058.2,12058.2
1.999e-06,12058.2,12058.2,12058.2
2e-06,12058.2,12058.2,12058.2
